,zipcode,cost
3212,6514,126100
3213,95492,497600
3214,55429,167200
3215,31522,241100
3216,80129,358600
3217,33496,160200
3218,48390,149400
3219,90605,432200
3220,33629,361400
3221,36542,205000
3222,7013,301200
3223,38119,83300
3224,47203,115600
3225,60018,160000
3226,38122,49600
3227,32233,151300
3228,33607,141000
3229,91214,671000
3230,11003,347500
3231,40206,274500
3232,45356,67500
3233,48167,150000
3234,49509,96800
3235,28658,79700
3236,60185,163500
3237,63755,125100
3238,91354,438500
3239,39056,114100
3240,76033,84700
3241,1851,204600
3242,88005,104900
3243,48092,139100
3244,80923,207100
3245,22153,303500
3246,34691,77400
3247,32778,140300
3248,98405,212300
3249,32701,82700
3250,95003,734600
3251,22802,146300
3252,13088,103800
3253,92782,531600
3254,32308,125700
3255,1906,352200
3256,31322,120900
3257,33755,165100
3258,29909,237700
3259,33137,419600
3260,47303,49800
3261,84058,169300
3262,98665,224300
3263,33912,187700
3264,31324,148900
3265,97003,267000
3266,48316,138200
3267,82604,155700
3268,23222,90800
3269,30224,68700
3270,2760,221100
3271,19802,114000
3272,29201,138500
3273,2115,847000
3274,33763,96100
3275,53210,74500
3276,28081,91000
3277,10956,270800
3278,48141,34800
3279,6105,86000
3280,30286,49500
3281,90404,860300
3282,97601,90900
3283,29316,105200
3284,98011,329300
3285,35801,133600
3286,34982,105300
3287,46239,117500
3288,84037,204900
3289,43202,192400
3290,14617,107700
3291,60559,154400
3292,98531,158200
3293,60646,325000
3294,95834,231800
3295,92139,253300
3296,33909,138100
3297,95818,447600
3298,85737,217300
3299,89142,140300
3300,59602,187600
3301,7920,312600
3302,68154,172200
3303,38053,90800
3304,76109,261700
3305,21015,177200
3306,7631,319000
3307,37303,70900
3308,94402,1256200
3309,23701,120400
3310,91803,573500
3311,38583,69700
3312,34476,108400
3313,78244,84500
3314,7701,242200
3315,98106,388900
3316,43085,116700
3317,76712,131300
3318,68137,139900
3319,92673,622800
3320,98110,599100
3321,55902,178200
3322,98112,753600
3323,55318,180600
3324,94609,866300
3325,39206,45500
3326,94063,889900
3327,60445,80800
3328,60544,164500
3329,98037,221300
3330,33913,208900
3331,43605,35900
3332,16823,156300
3333,22152,242200
3334,32221,111900
3335,49006,89800
3336,10710,410400
3337,49048,63300
3338,60452,93500
3339,30533,157300
3340,92653,422400
3341,18301,109000
3342,92284,148000
3343,98367,301100
3344,46236,109700
3345,70130,415700
3346,2144,614000
3347,68046,212100
3348,98040,570900
3349,66102,41700
3350,48506,45700
3351,33325,192100
3352,44903,67000
3353,94062,1417500
3354,19053,238400
3355,28786,131000
3356,40508,155500
3357,46304,124800
3358,76110,100300
3359,60187,173500
3360,34202,270100
3361,93552,220000
3362,60827,56700
3363,32003,112200
3364,32605,122100
3365,89434,237600
3366,10598,378000
3367,86401,94900
3368,98221,360200
3369,8005,201400
3370,98685,206000
3371,73127,83200
3372,76504,59600
3373,32927,106600
3374,91364,676900
3375,83616,202000
3376,55068,203600
3377,68144,132700
3378,92679,457700
3379,33563,96900
3380,33701,327900
3381,33825,74300
3382,38106,46000
3383,44112,47900
3384,27565,105900
3385,35020,44100
3386,94585,323700
3387,48340,47700
3388,48504,49100
3389,84084,189300
3390,98626,105400
3391,68005,118400
3392,90254,1221300
3393,98373,233700
3394,48315,153400
3395,54902,91900
3396,32960,109900
3397,76201,118000
3398,19810,239500
3399,94124,788100
3400,30143,130200
3401,6042,141400
3402,6880,688200
3403,90041,732600
3404,60091,248300
3405,93703,137800
3406,32223,129400
3407,95632,271800
3408,1830,244200
3409,22902,220900
3410,55449,196100
3411,71118,106200
3412,16506,120700
3413,34639,124800
3414,16803,186200
3415,17315,131000
3416,99801,267900
3417,95618,377500
3418,13210,90300
3419,98409,181700
3420,43004,104700
3421,45133,77600
3422,33030,149400
3423,6410,185800
3424,76801,73100
3425,32504,76900
3426,21001,126300
3427,91351,293900
3428,91733,426500
3429,40222,362900
3430,46322,133100
3431,55427,201200
3432,90059,329000
3433,32169,291300
3434,41051,124300
3435,48093,85900
3436,33830,78100
3437,45331,78500
3438,60051,130500
3439,49444,51300
3440,44116,89800
3441,94603,360700
3442,76209,125600
3443,52403,112700
3444,80817,165500
3445,45406,43500
3446,7748,255900
3447,19406,208900
3448,34677,140900
3449,1002,198800
3450,80904,196500
3451,66104,37300
3452,7010,404700
3453,93901,422600
3454,98072,357800
3455,23113,150600
3456,33066,104700
3457,2145,482600
3458,2745,199900
3459,46234,115600
3460,29505,88900
3461,7719,321900
3462,3054,182800
3463,38637,64600
3464,43223,56200
3465,34210,150400
3466,53713,119800
3467,60002,125100
3468,6074,161400
3469,48503,47700
3470,6830,665900
3471,61938,52600
3472,97838,119700
3473,1109,111300
3474,46375,164200
3475,61244,68700
3476,44319,107900
3477,67218,78300
3478,88012,112100
3479,55378,209300
3480,28461,165300
3481,83714,165100
3482,68803,127800
3483,2478,610000
3484,34275,226700
3485,53144,125700
3486,19018,128300
3487,38138,141000
3488,53189,186100
3489,68106,122900
3490,80113,356500
3491,92236,173800
3492,99577,253000
3493,30720,85000
3494,95242,252900
3495,12078,78300
3496,92602,603400
3497,43607,39600
3498,86303,238600
3499,38632,119600
3500,61103,48900
3501,20152,260300
3502,37804,89800
3503,33625,176300
3504,30168,83300
3505,27701,104700
3506,43035,114000
3507,22408,171800
3508,34769,119300
3509,91042,478800
3510,96819,272800
3511,33901,99600
3512,45241,138000
3513,90810,395900
3514,23607,88700
3515,35023,63200
3516,48329,128600
3517,15202,109600
3518,40223,309000
3519,89145,128800
3520,6704,62100
3521,63112,145700
3522,60015,233400
3523,8755,227200
3524,92277,84600
3525,28334,67300
3526,32953,117800
3527,87102,133900
3528,44137,50700
3529,46256,116700
3530,77005,459700
3531,74112,94500
3532,31906,49900
3533,33596,140000
3534,11722,248300
3535,35124,114500
3536,20121,284800
3537,79930,78700
3538,28390,58100
3539,2852,266800
3540,19355,282200
3541,1854,167200
3542,43227,71400
3543,44857,94700
3544,37412,87400
3545,8204,282400
3546,7860,169300
3547,28278,206000
3548,55305,261800
3549,53545,108500
3550,95501,221800
3551,60601,504500
3552,32606,113300
3553,46970,54700
3554,47404,126100
3555,98126,481400
3556,46221,45100
3557,32539,74000
3558,24017,74300
3559,98338,285900
3560,92706,569800
3561,75089,193400
3562,28083,90400
3563,44514,99500
3564,61111,88300
3565,45248,100000
3566,43054,152600
3567,94619,614600
3568,32563,128700
3569,32803,227100
3570,33967,171400
3571,98383,284300
3572,92583,170000
3573,85629,146900
3574,44484,51800
3575,15101,162700
3576,15136,52600
3577,12553,157600
3578,1108,130200
3579,80550,266900
3580,12208,165200
3581,30528,121300
3582,31401,229600
3583,85259,293400
3584,37862,180300
3585,84070,193700
3586,44144,75100
3587,33301,380100
3588,22180,388100
3589,77062,142500
3590,76106,62100
3591,85013,212200
3592,55102,203500
3593,28804,240600
3594,44310,52800
3595,45039,141600
3596,84663,191000
3597,33314,146700
3598,97333,246300
3599,32536,84200
3600,91602,613300
3601,75225,375500
3602,55014,188600
3603,97071,181000
3604,28787,226600
3605,31763,109300
3606,43113,116900
3607,96007,145200
3608,60087,94200
3609,53150,195100
3610,92614,504900
3611,32177,52000
3612,98372,229600
3613,2026,365600
3614,53916,99300
3615,83607,169500
3616,70820,144700
3617,77551,147500
3618,34601,70600
3619,7430,339100
3620,1824,266500
3621,34747,198900
3622,75205,431000
3623,34224,143100
3624,40203,107300
3625,48204,53500
3626,10512,211900
3627,92604,587200
3628,95864,297000
3629,83402,99100
3630,16510,87100
3631,97116,248900
3632,73003,109200
3633,10708,538100
3634,33054,128000
3635,92883,429400
3636,32967,136600
3637,21114,216200
3638,46725,100100
3639,80130,386000
3640,13069,66500
3641,48326,141400
3642,27262,56800
3643,45805,74000
3644,47331,43200
3645,84606,172800
3646,44012,136800
3647,48075,120800
3648,33570,145400
3649,48306,183900
3650,98375,223400
3651,49464,154700
3652,21223,57500
3653,46312,62000
3654,98248,276200
3655,81501,152500
3656,95405,470400
3657,33936,92500
3658,2215,765900
3659,66208,175600
3660,34105,203200
3661,43215,281400
3662,78734,294300
3663,94589,188800
3664,1803,473200
3665,68135,172300
3666,27260,48400
3667,33328,209300
3668,93933,431100
3669,55420,195400
3670,33716,79500
3671,28012,102400
3672,18062,191200
3673,34654,96400
3674,80922,212700
3675,98101,806900
3676,97015,292900
3677,40160,88500
3678,6114,86700
3679,76140,99200
3680,60156,133100
3681,10309,390500
3682,17036,161700
3683,78702,350400
3684,90272,1916600
3685,68107,79200
3686,49037,51400
3687,30297,49200
3688,63104,154000
3689,98311,241300
3690,78382,161100
3691,1013,154100
3692,48009,246600
3693,80110,308300
3694,27101,58000
3695,54301,104200
3696,92011,561000
3697,10566,260000
3698,6473,227600
3699,48327,124000
3700,93654,150200
3701,27617,189000
3702,19607,120400
3703,6451,135300
3704,32966,119800
3705,37821,86800
3706,17406,134700
3707,45247,108300
3708,63043,123200
3709,11725,377900
3710,81401,166400
3711,98284,218200
3712,67216,72800
3713,91303,384400
3714,17408,130100
3715,30327,186900
3716,60466,51100
3717,18064,170800
3718,61571,98400
3719,60642,408400
3720,2134,493200
3721,60172,168300
3722,32043,90200
3723,30260,59000
3724,37615,102500
3725,92119,297700
3726,47803,65000
3727,30291,60200
3728,77320,87600
3729,98406,283400
3730,55411,127000
3731,7724,260300
3732,20912,393800
3733,64014,123000
3734,61822,118900
3735,17057,116500
3736,14623,109100
3737,28704,178200
3738,84102,221000
3739,12047,139100
3740,84105,298000
3741,93060,345700
3742,90713,522100
3743,68105,105000
3744,28613,90500
3745,45237,73300
3746,91324,435900
3747,98199,723700
3748,8088,138700
3749,28112,112000
3750,91504,538700
3751,76086,103600
3752,44446,49200
3753,55123,175500
3754,89084,246200
3755,2186,502800
3756,34103,605700
3757,60426,54600
3758,55025,209800
3759,95829,292700
3760,90680,359800
3761,39501,64100
3762,60467,202300
3763,95121,527600
3764,75001,291400
3765,24551,155200
3766,34219,204900
3767,48036,108800
3768,36582,75100
3769,14607,115900
3770,85132,185800
3771,2050,304300
3772,64050,62800
3773,66223,249600
3774,90062,472800
3775,45440,93100
3776,47250,78600
3777,44138,121300
3778,41071,80700
3779,46158,116000
3780,3051,229800
3781,27577,101000
3782,35243,165100
3783,98008,435100
3784,43623,83000
3785,22150,362800
3786,32327,91500
3787,91302,495000
3788,37138,147300
3789,32931,226700
3790,2879,275200
3791,2914,179200
3792,85306,136400
3793,64052,66400
3794,64081,132000
3795,89169,98400
3796,80108,492100
3797,80439,355200
3798,98272,291200
3799,33543,137400
3800,35404,67500
3801,20190,392900
3802,92337,298200
3803,34613,106700
3804,98371,248900
3805,94621,357300
3806,91932,463700
3807,97470,126200
3808,33127,155000
3809,53593,224700
3810,94612,864500
3811,95131,683800
3812,98664,222400
3813,86403,161100
3814,32763,108300
3815,98178,328100
3816,60538,143500
3817,1867,434500
3818,8619,151200
3819,45224,85100
3820,23324,125300
3821,33584,139500
3822,10952,468300
3823,17078,138800
3824,32809,80000
3825,53206,56000
3826,99203,194900
3827,92694,486300
3828,64155,156300
3829,22043,355900
3830,29303,57700
3831,43160,72200
3832,91740,445600
3833,2180,339300
3834,28739,169600
3835,94947,462600
3836,60561,208800
3837,37203,353900
3838,94803,401400
3839,28203,293500
3840,48083,161700
3841,92394,163900
3842,6877,360300
3843,44406,106900
3844,21202,252100
3845,67213,70900
3846,91301,443000
3847,8060,140400
3848,89801,177600
3849,6108,112100
3850,6610,90700
3851,73044,97700
3852,40211,97800
3853,68510,128200
3854,98275,334200
3855,46052,96000
3856,46952,45900
3857,98597,194000
3858,71909,105600
3859,75119,89400
3860,98407,281500
3861,45255,121500
3862,60706,189800
3863,93405,542100
3864,15132,44400
3865,98055,268900
3866,80132,252100
3867,90814,579300
3868,90249,460900
3869,89120,99700
3870,46321,162000
3871,91792,337900
3872,64836,52700
3873,14020,83300
3874,86404,172300
3875,37405,213800
3876,90210,1561000
3877,6002,156200
3878,60013,154200
3879,84414,164000
3880,60459,109700
3881,33150,148200
3882,98020,510900
3883,45414,50200
3884,60108,184600
3885,33916,107200
3886,44306,44500
3887,19122,128400
3888,80212,448200
3889,30028,131200
3890,63379,128800
3891,19133,39200
3892,33805,58500
3893,90710,369100
3894,33013,255100
3895,46805,64700
3896,33480,455600
3897,66216,138100
3898,44139,160000
3899,27263,76500
3900,45208,222000
3901,48223,45300
3902,64130,31800
3903,95341,129000
3904,30601,90900
3905,48346,193500
3906,27597,111900
3907,30021,58800
3908,46953,42600
3909,73008,76500
3910,95354,202600
3911,33444,184700
3912,91784,545600
3913,55076,176500
3914,92841,559100
3915,33144,281000
3916,94580,494000
3917,2043,473100
3918,85250,259800
3919,10901,325800
3920,49428,123700
3921,22182,488800
3922,90717,552100
3923,2907,138400
3924,1602,184700
3925,91741,526600
3926,95815,178600
3927,32750,130100
3928,33470,253100
3929,27549,97200
3930,29036,129200
3931,98292,335900
3932,33579,119700
3933,32926,76600
3934,91411,508200
3935,91752,337000
3936,68111,60000
3937,30307,375200
3938,76541,44900
3939,2121,329900
3940,74115,51800
3941,30512,150400
3942,63367,181800
3943,94030,1040500
3944,84094,221400
3945,89156,123000
3946,3833,264900
3947,44305,53800
3948,98166,355200
3949,85373,189300
3950,8052,136300
3951,39213,28000
3952,39531,75000
3953,6437,315000
3954,15106,102500
3955,44236,207200
3956,15122,75200
3957,86305,255300
3958,98310,217600
3959,85006,209000
3960,84109,313700
3961,22485,183100
3962,34234,125400
3963,53027,142900
3964,3867,123500
3965,15905,74300
3966,33154,682800
3967,45405,45100
3968,63090,113500
3969,19428,246000
3970,49001,75200
3971,33477,316000
3972,98022,289200
3973,44104,40100
3974,95959,350800
3975,2140,634500
3976,32413,232500
3977,60053,176200
3978,98074,555500
3979,2905,175100
3980,30248,118300
3981,33774,136000
3982,66204,136200
3983,32583,95800
3984,30504,107100
3985,43609,38500
3986,17356,145700
3987,45102,97200
3988,33486,190900
3989,94704,794700
3990,64134,61900
3991,98532,179800
3992,32801,301700
3993,75201,763000
3994,33406,140900
3995,47025,121000
3996,2346,257100
3997,1104,115500
3998,45242,136000
3999,12533,203200
4000,92835,432000
4001,44110,40600
4002,37091,66400
4003,45066,152700
4004,17015,153400
4005,84092,421500
4006,21040,123600
4007,48081,126500
4008,92405,211100
4009,76034,160100
4010,55446,200400
4011,19977,173600
4012,45322,92300
4013,18944,234700
4014,15120,57800
4015,27312,210900
4016,33606,324800
4017,79602,74700
4018,2021,361800
4019,60178,129800
4020,53045,249900
4021,80215,291000
4022,53913,118000
4023,22556,183400
4024,49017,96600
4025,8037,129300
4026,14618,147100
4027,99502,166600
4028,32217,86300
4029,46563,90800
4030,63141,157000
4031,97140,313900
4032,10591,478200
4033,14830,83300
4034,33761,110400
4035,13208,69100
4036,8859,220900
4037,73020,110800
4038,19107,354400
4039,35022,84100
4040,34292,222100
4041,13212,101900
4042,65810,111800
4043,60803,75500
4044,33897,120700
4045,91202,602900
4046,32444,128500
4047,98028,414800
4048,61115,57600
4049,1832,211500
4050,30233,106700
4051,79603,55300
4052,96761,810000
4053,6067,157700
4054,19803,284700
4055,6605,155300
4056,94703,889500
4057,33558,125200
4058,64086,183300
4059,89106,126500
4060,19438,205900
4061,8876,240400
4062,34470,70000
4063,79072,52900
4064,63042,79800
4065,90720,573800
4066,80516,288400
4067,19007,157700
4068,68022,289900
4069,54904,149900
4070,22311,326700
4071,45801,58100
4072,78751,369400
4073,20716,193500
4074,44320,51100
4075,3053,183900
4076,98520,91000
4077,59808,188900
4078,2048,285900
4079,34788,99900
4080,33569,130700
4081,28120,91400
4082,80831,273900
4083,53143,114800
4084,37774,119600
4085,61802,88500
4086,20136,276700
4087,59802,184900
4088,8638,114700
4089,60560,133500
4090,32952,121800
4091,49202,61100
4092,92881,335500
4093,30540,144400
4094,47240,83500
4095,21286,189600
4096,80232,250300
4097,1905,268400
4098,19064,238700
4099,2910,173300
4100,14845,90400
4101,60487,195400
4102,73064,108200
4103,15090,181800
4104,71109,48200
4105,67211,71900
4106,45056,122000
4107,1945,457900
4108,60448,192100
4109,33931,403000
4110,2809,276800
4111,2324,250600
4112,43452,134600
4113,32176,170100
4114,47129,84000
4115,48134,183400
4116,43616,96300
4117,80249,270300
4118,98516,358400
4119,83404,118800
4120,46041,62400
4121,63111,71700
4122,22302,314700
4123,6488,145700
4124,45227,106600
4125,47546,107500
4126,32821,168600
4127,45449,58700
4128,33028,276000
4129,46845,163500
4130,27409,71400
4131,33759,119100
4132,48371,153700
4133,40215,72200
4134,33556,263300
4135,66109,104500
4136,64116,94800
4137,32726,102000
4138,1843,226300
4139,34772,172600
4140,85739,325900
4141,27403,68500
4142,28805,196300
4143,29170,94000
4144,97801,115200
4145,48085,215900
4146,91945,397100
4147,68114,161600
4148,10308,409500
4149,91755,513800
4150,33547,130200
4151,87501,402000
4152,10954,307800
4153,97013,320000
4154,97754,168700
4155,41015,91600
4156,95961,131100
4157,98043,322100
4158,27203,96500
4159,49014,52200
4160,53226,138800
4161,13850,90100
4162,66203,130000
4163,98296,384200
4164,48864,165700
4165,22406,270100
4166,44067,142200
4167,55345,271500
4168,99224,188200
4169,63110,133700
4170,22209,675600
4171,64063,115600
4172,46580,85500
4173,48331,188000
4174,43211,48700
4175,55447,186800
4176,29690,111900
4177,44511,49000
4178,45505,54200
4179,66202,140000
4180,48532,43300
4181,97034,531200
4182,2122,383700
4183,53147,148400
4184,66106,70600
4185,15143,168600
4186,46517,78800
4187,80224,242600
4188,28037,196700
4189,2888,182100
4190,13204,58900
4191,48348,172100
4192,28374,202300
4193,44087,142200
4194,10541,291900
4195,12304,104600
4196,44131,151000
4197,38103,231500
4198,95827,243000
4199,32713,119300
4200,33166,235100
4201,8536,213600
4202,32407,198000
4203,8879,240300
4204,19040,237900
4205,1720,292200
4206,30121,90400
4207,55129,216600
4208,15239,116500
4209,90606,421800
4210,33811,127400
4211,64083,128400
4212,60008,112600
4213,8731,172900
4214,91103,578400
4215,44001,117800
4216,55410,376200
4217,90732,490600
4218,20005,688400
4219,98368,340500
4220,19608,150500
4221,93950,817500
4222,19348,217300
4223,85715,141200
4224,49456,145100
4225,46528,111700
4226,27401,58100
4227,97239,479800
4228,8104,60600
4229,13901,81900
4230,19027,176600
4231,21231,232400
4232,53090,131400
4233,20112,265200
4234,49002,99000
4235,80207,380600
4236,55412,131200
4237,94085,800600
4238,90265,1684800
4239,45202,311700
4240,39507,86200
4241,1027,216800
4242,1056,171900
4243,55316,189600
4244,89044,305800
4245,29585,206900
4246,33991,194900
4247,30035,60300
4248,53716,183700
4249,6905,387500
4250,12189,163500
4251,46324,73100
4252,1440,142200
4253,32832,165400
4254,48125,55700
4255,91724,349700
4256,55075,164900
4257,55431,235100
4258,1606,198900
4259,19604,54500
4260,27527,131100
4261,23693,176900
4262,2126,326500
4263,41005,124200
4264,48168,210300
4265,24523,100800
4266,46323,74600
4267,84780,157200
4268,20879,155800
4269,41101,60700
4270,97078,267600
4271,34994,116600
4272,37216,245200
4273,30141,116100
4274,32311,106500
4275,1886,359500
4276,32804,247100
4277,31558,120800
4278,21211,176900
4279,8611,63900
4280,66210,108600
4281,95054,833200
4282,1950,376800
4283,66046,124700
4284,45251,72200
4285,73115,53500
4286,15220,115200
4287,33602,256700
4288,72761,92700
4289,35126,85800
4290,73135,59100
4291,91915,379500
4292,19061,97800
4293,88007,145900
4294,47710,52300
4295,46013,58300
4296,93618,127900
4297,48813,112900
4298,49445,108000
4299,2818,287700
4300,99212,139500
4301,91501,545000
4302,48176,205200
4303,7866,250800
4304,45822,98100
4305,55057,180700
4306,97338,170700
4307,41102,72300
4308,80915,165100
4309,2445,703400
4310,23502,139900
4311,44011,191000
4312,24179,117600
4313,34446,113800
4314,23237,122800
4315,48033,89000
4316,44053,81700
4317,32796,78400
4318,33004,159900
4319,60430,75900
4320,44709,85100
4321,94506,950300
4322,85215,198600
4323,14526,128600
4324,19006,258800
4325,21037,282500
4326,91201,699500
4327,30507,84300
4328,94706,882100
4329,48314,139600
4330,73130,84900
4331,29307,83600
4332,95776,308400
4333,66209,303400
4334,94024,2378100
4335,20017,395600
4336,44202,181500
4337,60431,149100
4338,46808,50600
4339,67204,84100
4340,91307,439300
4341,34236,525200
4342,45245,108500
4343,12477,154500
4344,33609,224400
4345,19010,224300
4346,29906,163000
4347,20876,212500
4348,24151,96800
4349,14760,53600
4350,16505,112000
4351,33948,131600
4352,95819,478000
4353,74107,66300
4354,95949,323200
4355,48382,154000
4356,93444,592400
4357,23061,170900
4358,53224,62800
4359,31548,127000
4360,91775,771200
4361,44641,108600
4362,78621,135700
4363,80124,430500
4364,27712,154600
4365,43611,60400
4366,32128,174200
4367,2171,387400
4368,21012,238700
4369,48377,222400
4370,93560,165300
4371,23294,159800
4372,27408,117600
4373,32601,104200
4374,43231,76700
4375,53589,166000
4376,15644,65500
4377,31069,60700
4378,92832,513700
4379,93041,316900
4380,84044,169600
4381,45371,119900
4382,35235,70700
4383,17545,175600
4384,32826,116300
4385,48458,51400
4386,95448,603400
4387,33483,383500
4388,23704,105200
4389,89118,127300
4390,1890,608900
4391,17552,169700
4392,8721,218200
4393,79601,66700
4394,66030,131600
4395,95363,214600
4396,80403,387800
4397,91737,295000
4398,61364,59500
4399,20018,412600
4400,27896,86500
4401,63138,65900
4402,48169,200000
4403,48505,50600
4404,31701,38900
4405,34695,156900
4406,34465,74700
4407,13790,66100
4408,50131,175400
4409,44123,55100
4410,90602,472700
4411,98108,446000
4412,80002,289000
4413,92606,514700
4414,94089,1078000
4415,28202,340300
4416,20024,553400
4417,33181,211300
4418,29204,78600
4419,95133,499900
4420,36606,67900
4421,55746,75200
4422,98177,589800
4423,92868,407400
4424,36693,106600
4425,95965,154100
4426,34233,177400
4427,44147,111600
4428,63020,85900
4429,46311,159000
4430,90746,388600
4431,30106,95600
4432,97439,221900
4433,60194,165600
4434,55437,184700
4435,84098,379500
4436,13206,72800
4437,60419,58400
4438,74804,75500
4439,49091,94500
4440,32141,135700
4441,2649,337300
4442,67208,77700
4443,29016,122300
4444,33431,281000
4445,46012,55700
4446,94702,848400
4447,38614,58900
4448,93023,578700
4449,1749,282700
4450,20169,417500
4451,99501,203500
4452,18067,149100
4453,67226,167100
4454,75180,73800
4455,53110,121200
4456,84124,262200
4457,3246,147800
4458,19046,187300
4459,34212,203900
4460,55317,184600
4461,1301,158600
4462,39073,102100
4463,98506,242300
4464,15147,76300
4465,33603,152000
4466,50320,109500
4467,63135,55700
4468,55430,149000
4469,91768,370600
4470,44314,45900
4471,19422,208500
4472,19014,174900
4473,23504,104400
4474,98005,399800
4475,33037,403800
4476,80246,301500
4477,6112,92200
4478,31008,109300
4479,33185,231500
4480,33773,116100
4481,19605,127700
4482,23692,172800
4483,2129,737500
4484,24014,106700
4485,34442,116800
4486,73139,93900
4487,68504,109600
4488,23221,213300
4489,37208,116700
4490,60502,187200
4491,22655,137700
4492,55038,180200
4493,13205,67700
4494,80905,162300
4495,48442,128900
4496,34482,118600
4497,61101,36300
4498,75146,76600
4499,1887,392500
4500,98264,255100
4501,27591,124800
4502,97031,363100
4503,19023,65100
4504,12110,182700
4505,29506,73100
4506,31721,67000
4507,28716,122400
4508,97317,199100
4509,22303,304900
4510,34102,479500
4511,96150,321700
4512,2114,847600
4513,36575,92000
4514,98053,691800
4515,90240,526400
4516,3110,266000
4517,55441,221100
4518,6032,186700
4519,49093,66000
4520,53029,291100
4521,68130,320900
4522,99515,181100
4523,32805,61700
4524,84108,362200
4525,76135,105500
4526,99004,160300
4527,32206,52500
4528,7095,208600
4529,76310,91500
4530,37725,175800
4531,40204,315000
4532,19123,373000
4533,43140,116900
4534,38372,61900
4535,91010,404700
4536,53005,243900
4537,46706,81500
4538,6062,143500
4539,33405,212100
4540,18235,133200
4541,60045,334700
4542,60177,141000
4543,37212,386700
4544,33469,199400
4545,33711,98300
4546,44142,97000
4547,92106,834400
4548,66605,40100
4549,44223,118800
4550,44017,105500
4551,60130,145200
4552,95746,511400
4553,6850,284900
4554,60124,189600
4555,2882,387900
4556,33472,208100
4557,82609,177500
4558,35214,46700
4559,47834,71600
4560,98104,593700
4561,73018,53700
4562,48393,186400
4563,29644,115800
4564,6037,221800
4565,44126,120100
4566,30071,120900
4567,91340,402900
4568,28312,76400
4569,75181,165200
4570,33323,237900
4571,37411,81200
4572,24015,125700
4573,98230,228500
4574,13903,67500
4575,33129,485500
4576,15241,179400
4577,2170,369600
4578,48837,111900
4579,48334,138000
4580,2915,182700
4581,60661,428100
4582,94301,2098600
4583,48912,59100
4584,6825,323100
4585,98075,424800
4586,24201,65600
4587,46319,113900
4588,46818,100700
4589,18976,229400
4590,10990,205200
4591,30314,46700
4592,78735,265900
4593,38141,91100
4594,62220,66900
4595,44906,57200
4596,44149,164500
4597,7871,218000
4598,8690,169500
4599,1603,155600
4600,6001,205700
4601,28557,136500
4602,45205,55400
4603,19008,244200
4604,91731,447200
4605,8034,123300
4606,45030,107200
4607,33704,272300
4608,82414,188700
4609,28301,73300
4610,19090,200000
4611,38901,63700
4612,85755,238700
4613,18049,162300
4614,91506,693800
4615,27501,106200
4616,55344,197400
4617,68128,154100
4618,7203,166400
4619,6443,299300
4620,32920,188200
4621,1581,348000
4622,6107,262600
4623,37748,63500
4624,33898,101800
4625,2152,336800
4626,94127,1267100
4627,3842,266900
4628,44333,153900
4629,48114,203000
4630,27510,142000
4631,2842,323700
4632,16201,82900
4633,55438,164000
4634,97055,302400
4635,99202,122800
4636,33971,129300
4637,80023,447400
4638,39560,89200
4639,63137,49200
4640,40031,174400
4641,78222,100100
4642,92603,676300
4643,44057,96500
4644,18020,160800
4645,83703,167500
4646,10303,327700
4647,84040,224600
4648,48184,75300
4649,55405,277500
4650,33168,167200
4651,95367,197200
4652,46703,120500
4653,97060,240800
4654,44055,50300
4655,2601,227100
4656,19106,527600
4657,84128,197400
4658,14610,123400
4659,10543,555900
4660,25302,60400
4661,23226,221500
4662,55906,151500
4663,44647,75600
4664,61550,132400
4665,44092,94600
4666,90245,908800
4667,6615,176900
4668,2871,275800
4669,6401,153800
4670,44410,97000
4671,50312,123600
4672,19342,233600
4673,27021,112800
4674,15228,176000
4675,32836,280200
4676,19341,254300
4677,61104,46700
4678,49058,102800
4679,10605,680400
4680,11747,520000
4681,90061,347400
4682,53548,85500
4683,1570,204700
4684,10703,340800
4685,91040,491100
4686,65738,87600
4687,19804,162300
4688,40014,157900
4689,49090,199700
4690,98422,304500
4691,29627,72700
4692,1001,165900
4693,55803,157000
4694,92596,284100
4695,33634,144600
4696,72715,113300
4697,45426,53200
4698,2554,935000
4699,60513,197100
4700,73109,55400
4701,32025,79200
4702,15017,117100
4703,80921,351800
4704,62223,79600
4705,33872,90000
4706,48094,189200
4707,73036,78400
4708,87508,290900
4709,86323,201700
4710,95620,324700
4711,50263,140900
4712,23114,198400
4713,80238,399500
4714,40213,211000
4715,2476,535200
4716,1609,204300
4717,33767,418300
4718,71108,45700
4719,45219,118600
4720,46637,82800
4721,95437,382600
4722,44241,114500
4723,86005,241700
4724,94564,398400
4725,12508,232700
4726,6801,212500
4727,34222,185100
4728,34480,91300
4729,94108,1523500
4730,92173,241900
4731,16117,74100
4732,80528,293100
4733,34237,140800
4734,44278,136600
4735,68505,132700
4736,17104,67500
4737,74114,132400
4738,48034,124600
4739,20037,897600
4740,18914,221200
4741,33777,134600
4742,99217,133000
4743,34239,218800
4744,60093,285800
4745,97424,170300
4746,34685,154400
4747,33760,121200
4748,77979,101000
4749,2451,457000
4750,33566,132000
4751,48838,85400
4752,12801,125500
4753,6840,698000
4754,97215,493000
4755,6226,114000
4756,94022,2020100
4757,34228,504600
4758,92808,470400
4759,33132,534200
4760,2724,200500
4761,60154,200200
4762,85396,257400
4763,63105,300200
4764,33331,315600
